Probe 1,Probe 2,Passed?,Should?,Hamming
`45/3,'199/3,1,0,0.475
`45/3,'199/4,1,0,0.486
`45/3,'199/5,1,0,0.4565
`45/3,'2/1,1,0,0.4865
`45/3,'2/2,1,0,0.4965
`45/3,'2/3,1,0,0.4735
`45/3,'2/5,1,0,0.4855
`45/3,'214/1,1,0,0.4845
`45/3,'214/2,1,0,0.499
`45/3,'214/4,1,0,0.482
`45/3,'214/5,1,0,0.495
`45/3,'220/1,1,0,0.4935
`45/3,'220/2,1,0,0.497
`45/3,'220/3,1,0,0.468
`45/3,'220/4,1,0,0.478
`45/3,'220/5,1,0,0.4915
`45/3,'221/1,1,0,0.494
`45/3,'221/2,1,0,0.475
`45/3,'221/3,1,0,0.478
`45/3,'221/4,1,0,0.4645
`45/3,'221/5,1,0,0.4815
`45/3,'222/1,1,0,0.493
`45/3,'222/2,1,0,0.496
`45/3,'222/3,1,0,0.478
`45/3,'224/2,1,0,0.495
`45/3,'224/4,1,0,0.481
`45/3,'225/1,1,0,0.475
`45/3,'225/2,1,0,0.478
`45/3,'225/4,1,0,0.4875
`45/3,'225/5,1,0,0.475
`45/3,'227/1,1,0,0.48
`45/3,'227/2,1,0,0.48
`45/3,'227/3,1,0,0.4785
`45/3,'227/4,1,0,0.4945
`45/3,'237/1,1,0,0.4915
`45/3,'237/2,1,0,0.491
`45/3,'237/3,1,0,0.478
`45/3,'237/4,1,0,0.51
`45/3,'237/5,1,0,0.493
`45/3,'25/1,1,0,0.4675
`45/3,'25/2,1,0,0.477
`45/3,'25/3,1,0,0.484
`45/3,'27/1,1,0,0.4855
`45/3,'27/2,1,0,0.504
`45/3,'27/3,1,0,0.4805
`45/3,'27/4,1,0,0.498
`45/3,'27/5,1,0,0.469
`45/3,'29/1,1,0,0.4805
`45/3,'29/2,1,0,0.4675
`45/3,'29/3,1,0,0.4975
`45/3,'29/4,1,0,0.4695
`45/3,'35/1,1,0,0.4605
`45/3,'35/2,1,0,0.484
`45/3,'35/3,1,0,0.4905
`45/3,'37/3,1,0,0.487
`45/3,'37/4,1,0,0.489
`45/3,'38/1,1,0,0.4875
`45/3,'38/2,1,0,0.4805
`45/3,'38/3,1,0,0.4725
`45/3,'38/4,1,0,0.4645
`45/3,'38/5,1,0,0.4915
`45/3,'40/1,1,0,0.4795
`45/3,'40/2,1,0,0.4905
`45/3,'41/1,1,0,0.4665
`45/3,'41/3,1,0,0.473
`45/3,'41/4,1,0,0.475
`45/3,'41/5,1,0,0.4905
`45/3,'42/1,1,0,0.4795
`45/3,'42/3,1,0,0.4905
`45/3,'42/4,1,0,0.476
`45/3,'42/5,1,0,0.4735
`45/3,'44/1,1,0,0.479
`45/3,'44/2,1,0,0.484
`45/3,'44/3,1,0,0.487
`45/3,'44/4,1,0,0.4935
`45/3,'44/5,1,0,0.4795
`45/3,'45/4,1,1,0.3645
`45/3,'45/5,1,1,0.3615
`45/3,'46/2,1,0,0.4905
`45/3,'46/3,1,0,0.4705
`45/3,'46/4,1,0,0.4735
`45/3,'46/5,1,0,0.473
`45/3,'47/2,1,0,0.4675
`45/3,'47/3,1,0,0.473
`45/3,'47/4,1,0,0.4695
`45/3,'47/5,1,0,0.491
`45/3,'49/3,1,0,0.476
`45/3,'49/4,1,0,0.494
`45/3,'49/5,1,0,0.4855
`45/3,'51/1,1,0,0.4925
`45/3,'51/2,1,0,0.495
`45/3,'51/3,1,0,0.5055
`45/3,'51/4,1,0,0.4935
`45/3,'51/5,1,0,0.484
`45/3,'54/1,1,0,0.4905
`45/3,'54/5,1,0,0.4935
`45/3,'55/1,1,0,0.4905
`45/3,'55/2,1,0,0.4745
`45/3,'55/3,1,0,0.476
`45/3,'55/4,1,0,0.495
`45/3,'55/5,1,0,0.467
`45/3,'56/1,1,0,0.4945
`45/3,'56/2,1,0,0.491
`45/3,'56/4,1,0,0.509
`45/3,'58/1,1,0,0.483
`45/3,'58/2,1,0,0.484
`45/3,'58/3,1,0,0.4735
`45/3,'58/5,1,0,0.4895
`45/3,'59/1,1,0,0.49
`45/3,'59/2,1,0,0.485
`45/3,'59/3,1,0,0.4845
`45/3,'59/4,1,0,0.4685
`45/3,'59/5,1,0,0.498
`45/3,'6/1,1,0,0.4845
`45/3,'6/3,1,0,0.4705
`45/3,'6/4,1,0,0.4695
`45/3,'61/1,1,0,0.485
`45/3,'61/2,1,0,0.474
`45/3,'61/3,1,0,0.478
`45/3,'69/1,1,0,0.4955
`45/3,'69/2,1,0,0.476
`45/3,'7/2,1,0,0.4745
`45/3,'7/3,1,0,0.4765
`45/3,'70/1,1,0,0.4785
`45/3,'70/2,1,0,0.478
`45/3,'72/1,1,0,0.4975
`45/3,'72/2,1,0,0.4925
`45/3,'72/3,1,0,0.5
`45/3,'72/4,1,0,0.4905
`45/3,'72/5,1,0,0.5055
`45/3,'74/1,1,0,0.463
`45/3,'74/2,1,0,0.4725
`45/3,'74/3,1,0,0.4745
`45/3,'74/4,1,0,0.473
`45/3,'74/5,1,0,0.468
`45/3,'76/1,1,0,0.4745
`45/3,'76/2,1,0,0.4835
`45/3,'76/3,1,0,0.496
`45/3,'76/5,1,0,0.4915
`45/3,'78/4,1,0,0.4635
`45/3,'78/5,1,0,0.49
`45/3,'8/1,1,0,0.4865
`45/3,'8/2,1,0,0.489
`45/3,'8/3,1,0,0.495
`45/3,'8/4,1,0,0.4855
`45/3,'8/5,1,0,0.4885
`45/3,'81/1,1,0,0.492
`45/3,'81/2,1,0,0.4875
`45/3,'81/4,1,0,0.4925
`45/3,'81/5,1,0,0.4935
`45/3,'83/1,1,0,0.4705
`45/3,'83/2,1,0,0.4925
`45/3,'83/3,1,0,0.4965
`45/3,'83/4,1,0,0.4945
`45/3,'83/5,1,0,0.492
`45/3,'84/1,1,0,0.4875
`45/3,'84/2,1,0,0.4965
`45/3,'84/3,1,0,0.48
`45/3,'84/5,1,0,0.471
`45/3,'85/1,1,0,0.481
`45/3,'85/2,1,0,0.4895
`45/3,'85/3,1,0,0.5055
`45/3,'85/4,1,0,0.4925
`45/3,'85/5,1,0,0.474
`45/3,'88/1,1,0,0.4865
`45/3,'88/2,1,0,0.472
`45/3,'88/3,1,0,0.4875
`45/3,'88/4,1,0,0.466
`45/3,'88/5,1,0,0.489
`45/3,'89/1,1,0,0.4655
`45/3,'89/2,1,0,0.493
`45/3,'89/3,1,0,0.469
`45/3,'89/4,1,0,0.477
`45/3,'89/5,1,0,0.471
`45/3,'91/2,1,0,0.469
`45/3,'91/3,1,0,0.499
`45/3,'91/4,1,0,0.5005
`45/3,'94/1,1,0,0.481
`45/3,'94/2,1,0,0.48
`45/3,'94/3,1,0,0.4735
`45/3,'94/4,1,0,0.485
`45/3,'94/5,1,0,0.4785
`45/3,'96/1,1,0,0.4925
`45/3,'96/2,1,0,0.484
`45/3,'96/3,1,0,0.5035
`45/3,'99/1,1,0,0.47
`45/3,'99/2,1,0,0.488
`45/3,'99/3,1,0,0.484
`45/3,'99/4,1,0,0.467
`45/3,'99/5,1,0,0.454
`46/2,'1/1,1,0,0.4745
`46/2,'1/2,1,0,0.4875
`46/2,'1/3,1,0,0.463
`46/2,'1/4,1,0,0.4895
`46/2,'1/5,1,0,0.4705
`46/2,'10/1,1,0,0.505
`46/2,'10/2,1,0,0.484
`46/2,'10/3,1,0,0.4815
`46/2,'10/4,1,0,0.4865
`46/2,'10/5,1,0,0.481
`46/2,'100/1,1,0,0.507
`46/2,'100/2,1,0,0.494
`46/2,'100/3,1,0,0.5035
`46/2,'100/4,1,0,0.469
`46/2,'100/5,1,0,0.484
`46/2,'101/1,1,0,0.481
`46/2,'101/2,1,0,0.4745
`46/2,'101/3,1,0,0.4775
`46/2,'101/5,1,0,0.4965
`46/2,'102/1,1,0,0.477
`46/2,'102/3,1,0,0.4925
`46/2,'102/4,1,0,0.4815
`46/2,'104/1,1,0,0.471
`46/2,'104/2,1,0,0.462
`46/2,'104/5,1,0,0.4825
`46/2,'105/1,1,0,0.481
`46/2,'105/2,1,0,0.471
`46/2,'105/3,1,0,0.4745
`46/2,'105/4,1,0,0.48
`46/2,'105/5,1,0,0.4795
`46/2,'106/1,1,0,0.483
`46/2,'106/2,1,0,0.476
`46/2,'106/3,1,0,0.454
`46/2,'106/4,1,0,0.4675
`46/2,'106/5,1,0,0.4505
`46/2,'11/1,1,0,0.482
`46/2,'11/2,1,0,0.474
`46/2,'11/3,1,0,0.4755
`46/2,'11/5,1,0,0.491
`46/2,'113/1,1,0,0.4675
`46/2,'113/2,1,0,0.4805
`46/2,'113/3,1,0,0.484
`46/2,'113/4,1,0,0.482
`46/2,'113/5,1,0,0.487
`46/2,'12/1,1,0,0.4945
`46/2,'12/2,1,0,0.5085
`46/2,'12/3,1,0,0.519
`46/2,'12/4,1,0,0.4855
`46/2,'12/5,1,0,0.5045
`46/2,'124/1,1,0,0.485
`46/2,'124/2,1,0,0.5
`46/2,'124/3,1,0,0.4825
`46/2,'124/4,1,0,0.5
`46/2,'124/5,1,0,0.4915
`46/2,'125/1,1,0,0.496
`46/2,'125/2,1,0,0.497
`46/2,'125/4,1,0,0.476
`46/2,'125/5,1,0,0.4945
`46/2,'126/2,1,0,0.477
`46/2,'126/3,1,0,0.477
`46/2,'126/4,1,0,0.489
`46/2,'13/1,1,0,0.4835
`46/2,'13/2,1,0,0.481
`46/2,'13/4,1,0,0.481
`46/2,'130/1,1,0,0.4825
`46/2,'130/2,1,0,0.479
`46/2,'130/3,1,0,0.493
`46/2,'130/4,1,0,0.4725
`46/2,'130/5,1,0,0.472
`46/2,'131/1,1,0,0.4675
`46/2,'131/2,1,0,0.4725
`46/2,'131/3,1,0,0.4805
`46/2,'131/4,1,0,0.483
`46/2,'131/5,1,0,0.4865
`46/2,'135/1,1,0,0.4755
`46/2,'135/2,1,0,0.496
`46/2,'135/3,1,0,0.4755
`46/2,'135/4,1,0,0.489
`46/2,'135/5,1,0,0.4805
`46/2,'136/1,1,0,0.503
`46/2,'136/2,1,0,0.4835
`46/2,'136/3,1,0,0.4755
`46/2,'136/4,1,0,0.49
`46/2,'136/5,1,0,0.4845
`46/2,'14/1,1,0,0.4985
`46/2,'14/2,1,0,0.5015
`46/2,'14/3,1,0,0.485
`46/2,'14/4,1,0,0.498
`46/2,'14/5,1,0,0.5055
`46/2,'140/1,1,0,0.484
`46/2,'140/3,1,0,0.5025
`46/2,'140/4,1,0,0.4775
`46/2,'141/1,1,0,0.4865
`46/2,'141/2,1,0,0.4765
`46/2,'141/3,1,0,0.476
`46/2,'141/4,1,0,0.48
`46/2,'141/5,1,0,0.474
`46/2,'142/1,1,0,0.471
`46/2,'142/2,1,0,0.5115
`46/2,'142/3,1,0,0.5085
`46/2,'142/4,1,0,0.483
`46/2,'142/5,1,0,0.4965
`46/2,'143/1,1,0,0.481
`46/2,'143/2,1,0,0.4905
`46/2,'143/3,1,0,0.4805
`46/2,'143/4,1,0,0.4825
`46/2,'143/5,1,0,0.462
`46/2,'147/1,1,0,0.4805
`46/2,'147/2,1,0,0.4745
`46/2,'147/3,1,0,0.4675
`46/2,'147/4,1,0,0.4725
`46/2,'147/5,1,0,0.4765
`46/2,'148/2,1,0,0.4895
`46/2,'148/3,1,0,0.5035
`46/2,'148/4,1,0,0.4955
`46/2,'148/5,1,0,0.4875
`46/2,'15/1,1,0,0.4815
`46/2,'15/2,1,0,0.494
`46/2,'15/3,1,0,0.4915
`46/2,'15/4,1,0,0.4845
`46/2,'15/5,1,0,0.4955
`46/2,'151/1,1,0,0.496
`46/2,'151/2,1,0,0.5005
`46/2,'151/3,1,0,0.4755
`46/2,'151/4,1,0,0.494
`46/2,'151/5,1,0,0.483
`46/2,'152/1,1,0,0.453
`46/2,'152/2,1,0,0.481
`46/2,'152/3,1,0,0.4735
`46/2,'152/4,1,0,0.476
`46/2,'152/5,1,0,0.4865
`46/2,'153/2,1,0,0.477
`46/2,'153/3,1,0,0.4645
`46/2,'155/1,1,0,0.4735
`46/2,'155/2,1,0,0.499
`46/2,'155/3,1,0,0.499
`46/2,'155/4,1,0,0.511
`46/2,'158/1,1,0,0.5
`46/2,'158/2,1,0,0.4725
`46/2,'158/3,1,0,0.4855
`46/2,'158/4,1,0,0.4655
`46/2,'158/5,1,0,0.465
`46/2,'16/1,1,0,0.4785
`46/2,'16/2,1,0,0.476
`46/2,'16/3,1,0,0.457
`46/2,'16/4,1,0,0.4665
`46/2,'16/5,1,0,0.4735
`46/2,'161/1,1,0,0.4925
`46/2,'161/2,1,0,0.479
`46/2,'161/3,1,0,0.4935
`46/2,'161/4,1,0,0.5
`46/2,'161/5,1,0,0.509
`46/2,'162/1,1,0,0.4855
`46/2,'162/3,1,0,0.493
`46/2,'162/5,1,0,0.477
`46/2,'165/1,1,0,0.4915
`46/2,'165/2,1,0,0.4885
`46/2,'165/3,1,0,0.501
`46/2,'165/4,1,0,0.495
`46/2,'165/5,1,0,0.499
`46/2,'166/2,1,0,0.4905
`46/2,'166/4,1,0,0.48
`46/2,'166/5,1,0,0.4845
`46/2,'167/1,1,0,0.468
`46/2,'167/2,1,0,0.494
`46/2,'167/3,1,0,0.4825
`46/2,'167/4,1,0,0.472
`46/2,'167/5,1,0,0.4625
`46/2,'168/1,1,0,0.4845
`46/2,'168/3,1,0,0.487
`46/2,'168/5,1,0,0.4795
`46/2,'169/1,1,0,0.4805
`46/2,'169/2,1,0,0.484
`46/2,'169/3,1,0,0.4755
`46/2,'169/4,1,0,0.472
`46/2,'169/5,1,0,0.474
`46/2,'170/1,1,0,0.4865
`46/2,'170/2,1,0,0.4725
`46/2,'170/3,1,0,0.4835
`46/2,'171/1,1,0,0.4915
`46/2,'171/5,1,0,0.4925
`46/2,'175/1,1,0,0.472
`46/2,'175/2,1,0,0.473
`46/2,'175/3,1,0,0.477
`46/2,'175/4,1,0,0.484
`46/2,'175/5,1,0,0.4835
`46/2,'177/1,1,0,0.499
`46/2,'177/2,1,0,0.4835
`46/2,'177/3,1,0,0.468
`46/2,'177/4,1,0,0.486
`46/2,'177/5,1,0,0.474
`46/2,'178/1,1,0,0.4855
`46/2,'178/3,1,0,0.4935
`46/2,'180/2,1,0,0.475
`46/2,'180/3,1,0,0.468
`46/2,'180/4,1,0,0.4755
`46/2,'180/5,1,0,0.492
`46/2,'181/1,1,0,0.4865
`46/2,'181/2,1,0,0.5075
`46/2,'181/3,1,0,0.4825
`46/2,'181/4,1,0,0.484
`46/2,'181/5,1,0,0.4845
`46/2,'182/1,1,0,0.4705
`46/2,'182/2,1,0,0.465
`46/2,'182/3,1,0,0.4885
`46/2,'182/4,1,0,0.4765
`46/2,'182/5,1,0,0.48
`46/2,'183/1,1,0,0.469
`46/2,'183/2,1,0,0.496
`46/2,'183/3,1,0,0.486
`46/2,'183/4,1,0,0.484
`46/2,'183/5,1,0,0.4715
`46/2,'186/1,1,0,0.4735
`46/2,'186/2,1,0,0.483
`46/2,'186/4,1,0,0.486
`46/2,'186/5,1,0,0.476
`46/2,'19/1,1,0,0.471
`46/2,'19/2,1,0,0.496
`46/2,'19/3,1,0,0.4805
`46/2,'19/4,1,0,0.468
`46/2,'19/5,1,0,0.4915
`46/2,'190/1,1,0,0.485
`46/2,'190/2,1,0,0.485
`46/2,'190/3,1,0,0.4785
`46/2,'192/1,1,0,0.488
`46/2,'192/2,1,0,0.4985
`46/2,'192/3,1,0,0.492
`46/2,'192/4,1,0,0.463
`46/2,'192/5,1,0,0.4795
`46/2,'194/2,1,0,0.4925
`46/2,'194/3,1,0,0.488
`46/2,'194/4,1,0,0.5075
`46/2,'194/5,1,0,0.505
`46/2,'195/1,1,0,0.474
`46/2,'195/3,1,0,0.4985
`46/2,'195/4,1,0,0.4865
`46/2,'195/5,1,0,0.4925
`46/2,'196/1,1,0,0.4765
`46/2,'196/2,1,0,0.4595
`46/2,'196/3,1,0,0.4835
`46/2,'196/4,1,0,0.4945
`46/2,'199/1,1,0,0.4815
`46/2,'199/2,1,0,0.4715
`46/2,'199/3,1,0,0.4825
`46/2,'199/4,1,0,0.4605
`46/2,'199/5,1,0,0.49
`46/2,'2/1,1,0,0.487
`46/2,'2/2,1,0,0.48
`46/2,'2/3,1,0,0.482
`46/2,'2/5,1,0,0.476
`46/2,'214/1,1,0,0.481
`46/2,'214/2,1,0,0.4935
`46/2,'214/4,1,0,0.4765
`46/2,'214/5,1,0,0.4735
`46/2,'220/1,1,0,0.474
`46/2,'220/2,1,0,0.4915
`46/2,'220/3,1,0,0.4975
`46/2,'220/4,1,0,0.4895
`46/2,'220/5,1,0,0.47
`46/2,'221/1,1,0,0.4885
`46/2,'221/2,1,0,0.4875
`46/2,'221/3,1,0,0.4915
`46/2,'221/4,1,0,0.502
`46/2,'221/5,1,0,0.478
`46/2,'222/1,1,0,0.4935
`46/2,'222/2,1,0,0.5115
`46/2,'222/3,1,0,0.5035
`46/2,'224/2,1,0,0.4885
`46/2,'224/4,1,0,0.5065
`46/2,'225/1,1,0,0.4765
`46/2,'225/2,1,0,0.4685
`46/2,'225/4,1,0,0.479
`46/2,'225/5,1,0,0.4805
`46/2,'227/1,1,0,0.4995
`46/2,'227/2,1,0,0.4875
`46/2,'227/3,1,0,0.485
`46/2,'227/4,1,0,0.503
`46/2,'237/1,1,0,0.483
`46/2,'237/2,1,0,0.4845
`46/2,'237/3,1,0,0.4835
`46/2,'237/4,1,0,0.5045
`46/2,'237/5,1,0,0.4855
`46/2,'25/1,1,0,0.464
`46/2,'25/2,1,0,0.4945
`46/2,'25/3,1,0,0.4865
`46/2,'27/1,1,0,0.475
`46/2,'27/2,1,0,0.4805
`46/2,'27/3,1,0,0.484
`46/2,'27/4,1,0,0.4955
`46/2,'27/5,1,0,0.4795
`46/2,'29/1,1,0,0.48
`46/2,'29/2,1,0,0.47
`46/2,'29/3,1,0,0.475
`46/2,'29/4,1,0,0.496
`46/2,'35/1,1,0,0.507
`46/2,'35/2,1,0,0.4935
`46/2,'35/3,1,0,0.494
`46/2,'37/3,1,0,0.4935
`46/2,'37/4,1,0,0.4845
`46/2,'38/1,1,0,0.47
`46/2,'38/2,1,0,0.481
`46/2,'38/3,1,0,0.479
`46/2,'38/4,1,0,0.471
`46/2,'38/5,1,0,0.473
`46/2,'40/1,1,0,0.481
`46/2,'40/2,1,0,0.474
`46/2,'41/1,1,0,0.491
`46/2,'41/3,1,0,0.4865
`46/2,'41/4,1,0,0.4915
`46/2,'41/5,1,0,0.471
`46/2,'42/1,1,0,0.498
`46/2,'42/3,1,0,0.498
`46/2,'42/4,1,0,0.4865
`46/2,'42/5,1,0,0.495
`46/2,'44/1,1,0,0.4985
`46/2,'44/2,1,0,0.5015
`46/2,'44/3,1,0,0.4925
`46/2,'44/4,1,0,0.497
`46/2,'44/5,1,0,0.491
`46/2,'45/3,1,0,0.4905
`46/2,'45/4,1,0,0.469
`46/2,'45/5,1,0,0.482
`46/2,'46/3,1,1,0.351
`46/2,'46/4,1,1,0.333
`46/2,'46/5,1,1,0.3235
`46/2,'47/2,1,0,0.466
`46/2,'47/3,1,0,0.4675
`46/2,'47/4,1,0,0.475
`46/2,'47/5,1,0,0.4515
`46/2,'49/3,1,0,0.4685
`46/2,'49/4,1,0,0.4895
`46/2,'49/5,1,0,0.469
`46/2,'51/1,1,0,0.463
`46/2,'51/2,1,0,0.4745
`46/2,'51/3,1,0,0.475
`46/2,'51/4,1,0,0.482
`46/2,'51/5,1,0,0.5025
`46/2,'54/1,1,0,0.487
`46/2,'54/5,1,0,0.469
`46/2,'55/1,1,0,0.496
`46/2,'55/2,1,0,0.504
`46/2,'55/3,1,0,0.4935
`46/2,'55/4,1,0,0.4885
`46/2,'55/5,1,0,0.4955
`46/2,'56/1,1,0,0.511
`46/2,'56/2,1,0,0.4915
`46/2,'56/4,1,0,0.4865
`46/2,'58/1,1,0,0.4835
`46/2,'58/2,1,0,0.4745
`46/2,'58/3,1,0,0.473
`46/2,'58/5,1,0,0.466
`46/2,'59/1,1,0,0.4925
`46/2,'59/2,1,0,0.4815
`46/2,'59/3,1,0,0.485
`46/2,'59/4,1,0,0.487
`46/2,'59/5,1,0,0.4695
`46/2,'6/1,1,0,0.471
`46/2,'6/3,1,0,0.486
`46/2,'6/4,1,0,0.494
`46/2,'61/1,1,0,0.4645
`46/2,'61/2,1,0,0.4795
`46/2,'61/3,1,0,0.4755
`46/2,'69/1,1,0,0.503
`46/2,'69/2,1,0,0.4995
`46/2,'7/2,1,0,0.491
`46/2,'7/3,1,0,0.479
`46/2,'70/1,1,0,0.479
`46/2,'70/2,1,0,0.4825
`46/2,'72/1,1,0,0.495
`46/2,'72/2,1,0,0.471
`46/2,'72/3,1,0,0.5045
`46/2,'72/4,1,0,0.494
`46/2,'72/5,1,0,0.491
`46/2,'74/1,1,0,0.4685
`46/2,'74/2,1,0,0.473
`46/2,'74/3,1,0,0.475
`46/2,'74/4,1,0,0.4655
`46/2,'74/5,1,0,0.4805
`46/2,'76/1,1,0,0.481
`46/2,'76/2,1,0,0.485
`46/2,'76/3,1,0,0.4825
`46/2,'76/5,1,0,0.474
`46/2,'78/4,1,0,0.503
`46/2,'78/5,1,0,0.4895
`46/2,'8/1,1,0,0.467
`46/2,'8/2,1,0,0.4795
`46/2,'8/3,1,0,0.4865
`46/2,'8/4,1,0,0.491
`46/2,'8/5,1,0,0.463
`46/2,'81/1,1,0,0.4785
`46/2,'81/2,1,0,0.466
`46/2,'81/4,1,0,0.494
`46/2,'81/5,1,0,0.487
`46/2,'83/1,1,0,0.5
`46/2,'83/2,1,0,0.475
`46/2,'83/3,1,0,0.475
`46/2,'83/4,1,0,0.488
`46/2,'83/5,1,0,0.4855
`46/2,'84/1,1,0,0.474
`46/2,'84/2,1,0,0.475
`46/2,'84/3,1,0,0.4815
`46/2,'84/5,1,0,0.4795
`46/2,'85/1,1,0,0.4585
`46/2,'85/2,1,0,0.477
`46/2,'85/3,1,0,0.472
`46/2,'85/4,1,0,0.466
`46/2,'85/5,1,0,0.4675
`46/2,'88/1,1,0,0.471
`46/2,'88/2,1,0,0.4795
`46/2,'88/3,1,0,0.477
`46/2,'88/4,1,0,0.4635
`46/2,'88/5,1,0,0.5045
`46/2,'89/1,1,0,0.463
`46/2,'89/2,1,0,0.4805
`46/2,'89/3,1,0,0.4895
`46/2,'89/4,1,0,0.4805
`46/2,'89/5,1,0,0.4735
`46/2,'91/2,1,0,0.4845
`46/2,'91/3,1,0,0.4855
`46/2,'91/4,1,0,0.48
`46/2,'94/1,1,0,0.4715
`46/2,'94/2,1,0,0.4665
`46/2,'94/3,1,0,0.483
`46/2,'94/4,1,0,0.4875
`46/2,'94/5,1,0,0.482
`46/2,'96/1,1,0,0.501
`46/2,'96/2,1,0,0.4905
`46/2,'96/3,1,0,0.483
`46/2,'99/1,1,0,0.4795
`46/2,'99/2,1,0,0.4795
`46/2,'99/3,1,0,0.4775
`46/2,'99/4,1,0,0.4935
`46/2,'99/5,1,0,0.4665
`47/2,'1/1,1,0,0.4645
`47/2,'1/2,1,0,0.4745
`47/2,'1/3,1,0,0.478
`47/2,'1/4,1,0,0.4845
`47/2,'1/5,1,0,0.4965
`47/2,'10/1,1,0,0.493
`47/2,'10/2,1,0,0.497
`47/2,'10/3,1,0,0.4875
`47/2,'10/4,1,0,0.4895
`47/2,'10/5,1,0,0.477
`47/2,'100/1,1,0,0.48
`47/2,'100/2,1,0,0.481
`47/2,'100/3,1,0,0.4795
`47/2,'100/4,1,0,0.485
`47/2,'100/5,1,0,0.485
`47/2,'101/1,1,0,0.484
`47/2,'101/2,1,0,0.4815
`47/2,'101/3,1,0,0.4955
`47/2,'101/5,1,0,0.4925
`47/2,'102/1,1,0,0.485
`47/2,'102/3,1,0,0.4675
`47/2,'102/4,1,0,0.4695
`47/2,'104/1,1,0,0.503
`47/2,'104/2,1,0,0.476
`47/2,'104/5,1,0,0.4925
`47/2,'105/1,1,0,0.472
`47/2,'105/2,1,0,0.494
`47/2,'105/3,1,0,0.4875
`47/2,'105/4,1,0,0.497
`47/2,'105/5,1,0,0.4875
`47/2,'106/1,1,0,0.5
`47/2,'106/2,1,0,0.487
`47/2,'106/3,1,0,0.485
`47/2,'106/4,1,0,0.5005
`47/2,'106/5,1,0,0.4865
`47/2,'11/1,1,0,0.481
`47/2,'11/2,1,0,0.485
`47/2,'11/3,1,0,0.4845
`47/2,'11/5,1,0,0.493
`47/2,'113/1,1,0,0.4755
`47/2,'113/2,1,0,0.4885
`47/2,'113/3,1,0,0.464
`47/2,'113/4,1,0,0.473
`47/2,'113/5,1,0,0.478
`47/2,'12/1,1,0,0.4905
`47/2,'12/2,1,0,0.4795
`47/2,'12/3,1,0,0.467
`47/2,'12/4,1,0,0.4955
`47/2,'12/5,1,0,0.4725
`47/2,'124/1,1,0,0.483
`47/2,'124/2,1,0,0.493
`47/2,'124/3,1,0,0.5015
`47/2,'124/4,1,0,0.493
`47/2,'124/5,1,0,0.5035
`47/2,'125/1,1,0,0.492
`47/2,'125/2,1,0,0.478
`47/2,'125/4,1,0,0.488
`47/2,'125/5,1,0,0.4745
`47/2,'126/2,1,0,0.487
`47/2,'126/3,1,0,0.488
`47/2,'126/4,1,0,0.486
`47/2,'13/1,1,0,0.4895
`47/2,'13/2,1,0,0.479
`47/2,'13/4,1,0,0.49
`47/2,'130/1,1,0,0.4955
`47/2,'130/2,1,0,0.492
`47/2,'130/3,1,0,0.479
`47/2,'130/4,1,0,0.4885
`47/2,'130/5,1,0,0.48
`47/2,'131/1,1,0,0.4895
`47/2,'131/2,1,0,0.4755
`47/2,'131/3,1,0,0.4765
`47/2,'131/4,1,0,0.476
`47/2,'131/5,1,0,0.4715
`47/2,'135/1,1,0,0.4875
`47/2,'135/2,1,0,0.463
`47/2,'135/3,1,0,0.4775
`47/2,'135/4,1,0,0.469
`47/2,'135/5,1,0,0.4795
`47/2,'136/1,1,0,0.469
`47/2,'136/2,1,0,0.4745
`47/2,'136/3,1,0,0.4675
`47/2,'136/4,1,0,0.466
`47/2,'136/5,1,0,0.4785
`47/2,'14/1,1,0,0.4675
`47/2,'14/2,1,0,0.4765
`47/2,'14/3,1,0,0.463
`47/2,'14/4,1,0,0.479
`47/2,'14/5,1,0,0.4795
`47/2,'140/1,1,0,0.47
`47/2,'140/3,1,0,0.4745
`47/2,'140/4,1,0,0.4675
`47/2,'141/1,1,0,0.4755
`47/2,'141/2,1,0,0.4865
`47/2,'141/3,1,0,0.482
`47/2,'141/4,1,0,0.47
`47/2,'141/5,1,0,0.486
`47/2,'142/1,1,0,0.473
`47/2,'142/2,1,0,0.4865
`47/2,'142/3,1,0,0.4785
`47/2,'142/4,1,0,0.484
`47/2,'142/5,1,0,0.4635
`47/2,'143/1,1,0,0.47
`47/2,'143/2,1,0,0.4855
`47/2,'143/3,1,0,0.4945
`47/2,'143/4,1,0,0.4855
`47/2,'143/5,1,0,0.471
`47/2,'147/1,1,0,0.4815
`47/2,'147/2,1,0,0.4805
`47/2,'147/3,1,0,0.4805
`47/2,'147/4,1,0,0.4795
`47/2,'147/5,1,0,0.4805
`47/2,'148/2,1,0,0.4695
`47/2,'148/3,1,0,0.4905
`47/2,'148/4,1,0,0.4815
`47/2,'148/5,1,0,0.4795
`47/2,'15/1,1,0,0.4745
`47/2,'15/2,1,0,0.474
`47/2,'15/3,1,0,0.4675
`47/2,'15/4,1,0,0.4655
`47/2,'15/5,1,0,0.4705
`47/2,'151/1,1,0,0.475
`47/2,'151/2,1,0,0.4735
`47/2,'151/3,1,0,0.4645
`47/2,'151/4,1,0,0.486
`47/2,'151/5,1,0,0.475
`47/2,'152/1,1,0,0.47
`47/2,'152/2,1,0,0.48
`47/2,'152/3,1,0,0.4805
`47/2,'152/4,1,0,0.49
`47/2,'152/5,1,0,0.4765
